reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30270-13270,20,Animal,front left,,Property Damage. No Injured Reported,0.7,AV hit domestic animal in its lane of travel
30270-13196,20,Passenger Car,rear left,front,Property Damage. No Injured Reported,0,Passenger car changed lanes into AV
30270-13081,21,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,Passenger car changed lanes into AV from turn lane
30270-13137,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,Passenger car rear-ended stationary AV at stop sign
30270-13205,0,SUV,rear,right,Property Damage. No Injured Reported,0,Passenger opened door into passing SUV while AV parked; not AV system fault
30270-13092,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,Chain reaction rear-end pushed car into stationary AV
30270-13202,7,SUV,rear left,rear,Property Damage. No Injured Reported,0.15,AV passed SUV which then reversed into AV
30270-13155,0,Bus,rear,right,Property Damage. No Injured Reported,0,AV was parked; bus hit stationary AV while turning
30270-12060,0,Passenger Car,front right,rear left,Property Damage. No Injured Reported,0,AV was stopped; car in front reversed into AV
30270-13195,0,SUV,rear right,front right,Minor W/O Hospitalization,0,AV was stopped; chain reaction rear-end pushed SUV into AV
30270-13193,39,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.9,AV drove over fallen street sign in its lane at 39 mph
30270-13127,0,Heavy Truck,rear,rear,Property Damage. No Injured Reported,0,AV was stopped; truck sideswiped stationary AV while passing
30270-13084,2,SUV,front,right,Property Damage. No Injured Reported,0.2,Both AV and SUV were moving; SUV entered AV lane but AV also pulled out
30270-13255,4,Passenger Car,left,rear right,Property Damage. No Injured Reported,0,AV was passing stopped car; that car reversed into AV
30270-13189,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at stop sign; rear-ended by SUV
30270-13275,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV was stopped at curb; rear-ended by approaching car
30270-13515,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; car in front reversed into stationary AV
30270-13331,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at flashing red; rear-ended by SUV
30270-13363,9,SUV,rear,front,Property Damage. No Injured Reported,0.1,Wrong-way vehicle hit AV; AV braked and maneuvered to avoid
30270-13301,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0,AV stopped to yield on narrow street; passing car hit it
30270-13538,0,Passenger Car,left,right,Property Damage. No Injured Reported,0,AV was stopped; passenger opened door and passing car hit it; not AV system fault
30270-13399,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; chain-reaction rear-end collision
30270-13370,34,Passenger Car,rear left,front,Minor W/O Hospitalization,0,Other car turned right into AV lane; car at fault
30270-13495,0,SUV,rear right,front right,Minor W/ Hospitalization,0,AV was stopped in traffic; rear-ended by SUV
30270-13410,0,Pickup Truck,front right,rear,Property Damage. No Injured Reported,0,AV was stopped; pickup reversed into stationary AV while parking
30270-13384,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by SUV
30270-13309,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV was parked for pickup; car passing hit stationary AV
30270-13323,0,SUV,front,rear left,Property Damage. No Injured Reported,0,AV was stopped; SUV in front reversed into stationary AV
30270-13302,0,First Responder Vehicle,rear left,right,Property Damage. No Injured Reported,0,AV was stopped; fire truck hit stationary AV while turning
30270-13403,13,SUV,front,front left,Property Damage. No Injured Reported,0,Both turning left in adjacent lanes; SUV crossed into AV lane
30270-13542,0,Heavy Truck,right,rear,Property Damage. No Injured Reported,0,AV was stopped; heavy truck reversed into stationary AV
30270-13509,18,Other Fixed Object,front right,,Property Damage. No Injured Reported,0.8,AV drove into fallen utility line hanging in travel lane
30270-13506,25,"Other, see Narrative",front,unknown,Property Damage. No Injured Reported,0.8,AV drove over debris in roadway at 25 mph
30270-13447,7,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.5,Dolly fell from truck ahead; AV was following and hit it
30270-13507,0,Heavy Truck,front,right,Property Damage. No Injured Reported,0.1,AV stopped; truck turned right from left lane into AV lane
30270-13300,0,Heavy Truck,left,right,Property Damage. No Injured Reported,0,AV was stopped; oversized truck sideswiped stationary AV
30270-13450,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV was parked; SUV sideswiped stationary AV while passing
30270-13510,15,Passenger Car,rear left,front,Property Damage. No Injured Reported,0.2,Both changing lanes simultaneously; other car entered AV lane
30270-13407,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV was stopped; box truck sideswiped stationary AV passing
30270-13267,6,"Other, see Narrative",right,rear right,Property Damage. No Injured Reported,0,AV was proceeding; golf cart reversed into AV from parking stall
30270-13395,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by car
30270-13371,3,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.1,AV was slowing; rear-ended by car following too closely
30270-13514,25,Other Fixed Object,front right,,Property Damage. No Injured Reported,0.8,AV drove into fallen utility line hanging in travel lane
30270-13327,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; heavy truck reversed into stationary AV
30270-13443,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV undercarriage hit pavement; should detect road conditions
30270-13277,0,"Other, see Narrative",front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; street sweeper reversed into stationary AV
30270-13369,2,Passenger Car,rear left,left,Property Damage. No Injured Reported,0,Car behind AV changed lanes and sideswiped AV
30270-13416,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by car
30270-13278,0,Heavy Truck,front,rear left,Property Damage. No Injured Reported,0,AV was stopped; heavy truck reversed into stationary AV
30270-13513,0,Heavy Truck,front,rear left,Property Damage. No Injured Reported,0.1,AV stopped for truck but followed too soon; truck reversed again
30270-13364,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped yielding to pedestrian; rear-ended by car
30270-13548,12,Heavy Truck,rear,front left,Property Damage. No Injured Reported,0,Both turning right; box truck crossed into AV turn lane
30270-13388,0,Passenger Car,front,front,Minor W/O Hospitalization,0,AV stopped to yield on narrow street; car hit stationary AV
30270-13320,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV was stopped; car behind drove into stationary AV
30270-13554,0,Heavy Truck,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped in traffic; rear-ended by heavy truck
30270-13512,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stopped on narrow street; truck sideswiped stationary AV
30270-13405,12,Passenger Car,rear left,front,Property Damage. No Injured Reported,0,Other car went straight from right-turn-only lane into AV
30270-13324,0,Heavy Truck,left,right,Property Damage. No Injured Reported,0,AV was stopped in traffic; truck sideswiped stationary AV
30270-13448,0,Van,front,rear,Property Damage. No Injured Reported,0,AV was stopped; van reversed into stationary AV
30270-13279,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; car behind drove into AV
30270-13452,0,Heavy Truck,front right,right,Property Damage. No Injured Reported,0,AV was stopped; truck reversed into stationary AV while parking
30270-13372,9,Passenger Car,rear right,front right,Minor W/ Hospitalization,0.2,AV slowed and changed lanes for dog; rear-ended by car
30270-13511,0,Van,rear,right,Property Damage. No Injured Reported,0.1,AV stopped at red for 6 min; van sideswiped while passing
30270-13539,0,First Responder Vehicle,rear,left,Property Damage. No Injured Reported,0,AV was stopped; fire engine hit stationary AV while turning
30270-13540,0,Pickup Truck,rear left,right,Property Damage. No Injured Reported,0,AV was stopped in parking lot; pickup truck passed and hit it
30270-13489,1,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0.1,AV was reversing but truck reversed faster into AV
30270-13467,9,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.9,AV hit speed bump/pavement change in parking lot
30270-13326,0,Pickup Truck,rear,right,Property Damage. No Injured Reported,0,AV was parked for pickup; truck sideswiped stationary AV
30270-13564,0,Non-Motorist: Scooter - Skateboard,rear left,,Property Damage. No Injured Reported,0,AV was stopped yielding to pedestrians; scooter rear-ended AV
30270-13486,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.15,AV stopped suddenly after bird collision; rear-ended by car
30270-13485,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV undercarriage hit pavement entering parking lot driveway
30270-13487,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV undercarriage hit pavement entering parking lot driveway
30270-13365,0,Van,left,right,Property Damage. No Injured Reported,0,AV was stopped in traffic; van mirror hit AV mirror passing
30270-13451,0,Pickup Truck,rear,rear,Property Damage. No Injured Reported,0,AV stopped to yield on narrow street; truck hit stationary AV
30270-13408,0,Passenger Car,rear,right,Property Damage. No Injured Reported,0,AV was stopped; car sideswiped stationary AV while passing
30270-13409,20,SUV,rear,front left,Property Damage. No Injured Reported,0,Both turning left in adjacent lanes; SUV crossed into AV lane
30270-13449,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red; car behind drove into stationary AV
30270-13396,2,SUV,front,front left,Property Damage. No Injured Reported,0.2,AV began moving into road as SUV passed; shared fault
30270-13444,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0,AV stopped on narrow street; car sideswiped stationary AV
30270-13453,0,Bus,front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; bus reversed into stationary AV
30270-13361,0,Heavy Truck,rear,front,Property Damage. No Injured Reported,0,AV was stopped at red; truck making wide turn hit stationary AV
30270-13401,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; car in front reversed into stationary AV
30270-13325,9,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.9,AV undercarriage hit elevated sidewalk-level street entrance
30270-13322,0,Motorcycle,left,front right,Property Damage. No Injured Reported,0,AV was stopped; cyclist ran stop sign and hit stationary AV
30270-13287,0,Pickup Truck,rear right,front right,Minor W/O Hospitalization,0.1,AV stopped for possible emergency vehicle; rear-ended by truck
30270-13557,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0,AV was stopped; heavy truck reversed into stationary AV
30270-13549,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at yellow/red light; rear-ended by SUV
30270-13454,3,"Other, see Narrative",front,right,Property Damage. No Injured Reported,0.9,AV merged left into path of cable car on fixed tracks; AV should yield to rail vehicle
30270-13484,22,SUV,rear left,front,No Injured Reported,0,SUV turned right without stopping at stop sign into AV path
30270-13445,0,Passenger Car,front right,rear right,Property Damage. No Injured Reported,0,AV was parked; car reversed into parked AV while parking
30270-13303,0,SUV,rear right,front left,Property Damage. No Injured Reported,0,AV was stopped; chain reaction rear-end pushed SUV into AV
30270-13541,0,Pickup Truck,front,front left,Property Damage. No Injured Reported,0.2,AV stopped mid-lane-change; truck behind hit AV in new lane
30270-13400,0,Passenger Car,rear,left,Property Damage. No Injured Reported,0,AV was stopped for pickup; car sideswiped stationary AV
30270-13321,0,Motorcycle,right,front,Property Damage. No Injured Reported,0,AV was parked; passenger opened door into passing motorcycle; not AV system fault
30270-13307,9,Pickup Truck,front,front left,Property Damage. No Injured Reported,0.15,Both turning right; truck crossed in front of AV; AV close to curb
30270-13340,0,Pickup Truck,rear left,rear,Property Damage. No Injured Reported,0,AV was stopped; truck reversed out of parking lot into AV
30270-13402,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by car
30270-13491,0,Van,rear right,front right,Minor W/ Hospitalization,0,AV was parked at curb; van rear-ended stationary AV
30270-13490,9,SUV,rear right,front right,Minor W/O Hospitalization,0,AV was slowing for flashing red; rear-ended by accelerating SUV
30270-13488,22,Passenger Car,right,front right,Minor W/ Hospitalization,0.1,Other car ran stop sign into intersection hitting AV side
30270-13308,35,Pickup Truck,rear,front left,Property Damage. No Injured Reported,0,Pickup truck sideswiped AV while changing lanes erratically
30270-13442,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by car
30270-13328,7,SUV,rear,front left,Property Damage. No Injured Reported,0,SUV passed AV on left while AV was turning right with signal
30270-13420,1,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV nearly stopped at stop sign; rear-ended by SUV
30270-13559,5,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV hit speed bump in parking lot entrance
30270-13543,0,Passenger Car,rear left,front,Minor W/O Hospitalization,0,AV was stopped at red light; rear-ended by speeding car
30270-13586,17,Passenger Car,left,front right,Property Damage. No Injured Reported,0.1,Other car ran stop sign at high speed into intersection hitting AV
30270-13544,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV was stopped; SUV passed and sideswiped stationary AV
30270-13547,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at red light; rear-ended by car
30270-13607,20,"Other, see Narrative",front right,unknown,Property Damage. No Injured Reported,0.3,Cone thrown from truck into AV lane; unusual but AV hit it
30270-13545,0,SUV,rear right,front right,Minor W/O Hospitalization,0,AV was stopped at red light; rear-ended by SUV
30270-13552,20,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.9,AV hit speed bump on frontage road at 20 mph
30270-13573,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV was stopped at stop sign; rear-ended by car
30270-13581,0,Heavy Truck,rear,right,Property Damage. No Injured Reported,0,AV was stopped; truck sideswiped stationary AV while passing
30270-13556,0,Pickup Truck,rear,front,Property Damage. No Injured Reported,0,AV was stopped at red; truck turned and sideswiped stationary AV
30270-13560,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped before entering road; rear-ended by car behind
30270-13546,28,Passenger Car,right,front,Property Damage. No Injured Reported,0,Other car turned right on red into AV lane of travel
30270-13582,11,Passenger Car,rear left,front left,Property Damage. No Injured Reported,0.1,Other car ran stop sign into intersection hitting AV
30270-13571,0,Van,rear,right,Property Damage. No Injured Reported,0,AV was parked for pickup; van sideswiped stationary AV
30270-13558,2,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV moved slowly from stop; rear-ended by car behind
30270-13550,0,SUV,rear right,front right,Minor W/O Hospitalization,0,AV was stopped; chain reaction crash pushed SUV into AV
30270-13575,4,Passenger Car,front,front left,Property Damage. No Injured Reported,0,AV was slowing; other car lost control and crossed into AV lane
30270-13585,0,SUV,front left,front,Minor W/O Hospitalization,0,AV was stopped; chain reaction crash pushed SUV into AV
30270-13583,10,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.9,AV undercarriage hit raised pavement over utility cover
30610-11513,0,Non-Motorist: Cyclist,rear left,,No Injured Reported,0,E-cyclist veered into roadway and hit nearly stopped AV
30610-11563,0,Pickup Truck,rear,front left,Property Damage. No Injured Reported,0,AV was stopped; truck passed on left and sideswiped AV
30610-11587,11,Heavy Truck,front + left,front left + front right,Property Damage. No Injured Reported,0.1,Truck ran stop sign into AV path; AV braked but contact occurred
30610-11497,0,SUV,rear left,front,Property Damage. No Injured Reported,0.1,AV was passing; SUV abruptly reversed to park and hit AV
30610-11902,1,Heavy Truck,top + rear,front,Property Damage. No Injured Reported,0,Box truck made sudden unprotected left turn hitting AV
30610-11856,0,Heavy Truck,front left + front right,rear + rear right,Property Damage. No Injured Reported,0,AV was stopped; truck reversed into stationary AV despite horn
30610-13123,0,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,AV was slowing for turn; rear-ended by inattentive pickup
30610-11847,30,SUV,left + rear,front left,Property Damage. No Injured Reported,0,SUV suddenly veered into AV lane without signal
30610-13376,0,SUV,rear + rear right,front left + front right,Property Damage. No Injured Reported,0.1,AV stopped briefly after starting from green; rear-ended by SUV
30610-13660,1,Passenger Car,front,rear left,Property Damage. No Injured Reported,0,Car made illegal right turn from through lane clipping AV
30610-13661,1,Pickup Truck,rear left + rear right,front + front right,Property Damage. No Injured Reported,0.1,AV braked hard for debris; rear-ended by merging pickup
30610-13662,0,Heavy Truck,front left + front right,rear + rear right,Property Damage. No Injured Reported,0,AV was stopped; box truck reversed into stationary AV
30270-11087,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped; struck by other vehicle proceeding straight
30270-11085,0,SUV,rear right,front left,No Injuries Reported,0,AV stopped; struck by SUV proceeding straight
30270-11016,0,Non-Motorist: Other,right,,Moderate,0,AV stopped; non-motorist contact
30270-11014,0,Non-Motorist: Other,rear left,,No Injuries Reported,0,AV stopped; non-motorist contact; redacted narrative
30270-11088,9,Other Fixed Object,bottom,,No Injuries Reported,0.9,AV hit fixed object while turning in parking lot
30610-11096,1,SUV,rear left,front right,No Injuries Reported,0.3,AV encountered cones and contacted SUV at low speed
30270-10977,18,Non-Motorist: Other,rear left,,No Injuries Reported,0.4,AV proceeding at 18mph; struck non-motorist crossing; redacted
30270-11046,0,Passenger Car,right,left,No Injuries Reported,0,AV parked; struck by passing vehicle
30270-11015,0,Pickup Truck,front right,rear left,No Injuries Reported,0,AV parked; struck by pickup changing lanes
30270-11044,1,Non-Motorist: Cyclist,rear right,,No Injuries Reported,0.7,AV changing lanes at low speed; struck cyclist
30270-11013,2,Passenger Car,rear,front,No Injuries Reported,0.3,Both proceeding straight at low speed; shared fault likely
30270-10998,0,Pickup Truck,rear left,front right,No Injuries Reported,0,AV parked; struck by pickup proceeding straight
13781-14043,9,Other Fixed Object,left + bottom,,Property Damage. No Injured Reported,0.9,AV lane departure into fixed object; should maintain lane position
30270-14003,0,Van,rear right,front right,Moderate W/ Hospitalization,0.1,AV parked; passenger opened door into path of approaching van
30270-14007,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0.1,AV stopped for pedestrian in crosswalk; rear-ended by following vehicle
30270-14001,0,Passenger Car,rear right,front right,Minor W/O Hospitalization,0,AV stopped at red light; rear-ended by following vehicle
30270-13956,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stopped for left turn; struck by vehicle changing lanes behind
30270-14011,17,SUV,rear left,front,Property Damage. No Injured Reported,0.1,AV proceeded through stop-sign intersection; SUV ran stop sign
30270-14024,3,Pole / Tree,top,,Property Damage. No Injured Reported,0,Tree fell onto AV; act of nature
30270-13975,12,Pickup Truck,right,front,Property Damage. No Injured Reported,0.1,AV yielding to maneuvering pickup; pickup proceeded forward into AV
30270-13957,0,Passenger Car,rear right,front right,Minor W/O Hospitalization,0.1,AV stopped yielding for left turn; rear-ended by following vehicle
30270-14004,0,Pickup Truck,rear right,front right,Property Damage. No Injured Reported,0,AV stopped for HAWK signal; rear-ended by following vehicle
30270-14005,0,SUV,front,rear left,Property Damage. No Injured Reported,0,AV stopped; SUV rolled backwards into AV on steep hill
30270-13955,56,Passenger Car,left,front,Unknown,0,Multi-vehicle chain reaction on highway; AV struck by deflected vehicle
30270-13999,7,Heavy Truck,rear,front left,Property Damage. No Injured Reported,0.6,AV entered intersection and stopped blocking lanes; struck by truck
30270-14002,0,Bus,rear right,front right,Property Damage. No Injured Reported,0.2,AV remained stopped after green light; rear-ended by bus
30270-13982,20,"Other, see Narrative",front left + rear left,unknown,Property Damage. No Injured Reported,0.5,AV struck flat wooden debris in roadway; partially avoidable
30270-13985,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; struck by chain reaction from behind
30270-13983,10,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for red light; rear-ended by following vehicle
30270-13949,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV parked; struck by chain reaction from pickup hitting SUV behind
30270-13976,0,Passenger Car,rear right,front left,Property Damage. No Injured Reported,0.1,AV stopped mid-right-turn for school bus; rear-ended by following vehicle
30610-14026,9,SUV,front left,front,Property Damage. No Injured Reported,0.1,Other vehicle pulled out from curb into AV path; AV braked but contact unavoidable
30270-13639,5,Passenger Car,front,front,Property Damage. No Injured Reported,0.1,AV proceeding; wrong-way vehicle at high speed crossed into AV lane
30270-13653,0,SUV,rear left,front,Property Damage. No Injured Reported,0,AV stopped at red light; rear-ended by SUV
30270-13764,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; rear-ended by SUV
30270-13770,0,Passenger Car,rear,front left,Property Damage. No Injured Reported,0,AV stopped in traffic; struck by speeding vehicle from behind
30270-13914,0,SUV,front right,rear right,Property Damage. No Injured Reported,0,AV parked; SUV reversed into AV
30270-13881,1,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for red light; rear-ended by following vehicle
30270-13840,0,SUV,rear,right,Property Damage. No Injured Reported,0.1,AV parked in-lane for drop-off; SUV sideswiped while passing
30270-13979,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped yielding for left turn; rear-ended
30270-13809,33,SUV,left,front,Minor W/O Hospitalization,0.1,AV proceeding straight on green; SUV turned left into AV path
30270-13778,9,Other Fixed Object,bottom,,Property Damage. No Injured Reported,0.8,AV scraped undercarriage entering parking lot driveway; should detect
30270-13877,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; struck from behind
30270-13641,0,Bus,rear,right,Property Damage. No Injured Reported,0.3,AV stopped during lane change partially blocking lane; struck by bus
30270-13860,3,SUV,front,right,Property Damage. No Injured Reported,0.2,AV departing from parked position; struck by passing SUV
30270-13658,17,Van,rear,front left,Property Damage. No Injured Reported,0.1,Both vehicles turning left; van from adjacent lane crossed into AV
30270-13905,1,Passenger Car,front right,front left,Property Damage. No Injured Reported,0.2,AV initiating unprotected left turn; struck by oncoming vehicle
30270-13848,0,Pickup Truck,front,rear left,Property Damage. No Injured Reported,0,AV stopped; pickup in front reversed into AV
30270-13664,0,SUV,rear,front left,Property Damage. No Injured Reported,0.1,AV yielded to police officer; rear-ended by following SUV
30270-13785,0,SUV,rear,front left,Property Damage. No Injured Reported,0.1,AV parked partially in-lane; SUV clipped while passing
30270-13947,0,Passenger Car,rear,right,Property Damage. No Injured Reported,0,AV stopped in traffic; vehicle changed lanes into AV
30270-13611,0,SUV,right,front,Property Damage. No Injured Reported,0.1,AV parked in-lane for drop-off; SUV sideswiped while passing
30270-13795,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; rear-ended by following vehicle
30270-13665,12,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.3,Suitcase fell from vehicle ahead; AV struck debris in roadway
30270-13688,0,Passenger Car,rear left,rear,Property Damage. No Injured Reported,0,AV parked; other vehicle reversed from stall into AV
30270-13811,0,SUV,front right,rear right,Property Damage. No Injured Reported,0,AV stopped at red light; SUV in front reversed into AV
30270-13605,0,Passenger Car,rear right,left,Minor W/ Hospitalization,0,AV stopped behind lead vehicle; rear-ended by following vehicle
30270-13954,0,Pickup Truck,rear,right,Property Damage. No Injured Reported,0,AV stopped on narrow street; pickup clipped while passing
30270-13843,9,"Other, see Narrative",bottom,unknown,Property Damage. No Injured Reported,0.7,AV undercarriage struck pothole in parking lot; should detect
30270-13847,0,Bus,rear,left,Property Damage. No Injured Reported,0,AV stopped on narrow street; bus clipped while passing
30270-13642,0,"Other, see Narrative",rear,rear,Property Damage. No Injured Reported,0.1,AV stopped at parking-lot entrance; motorhome clipped rear
30270-13578,2,Pickup Truck,front right,rear right,Property Damage. No Injured Reported,0.3,Both vehicles reversing on narrow street; shared fault
30270-13763,0,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV stopped for pedestrian; rear-ended by following vehicle
30270-13925,0,Passenger Car,front,front,Property Damage. No Injured Reported,0,AV stopped; vehicle crossed double yellow and struck AV
30270-13820,15,SUV,left,front left,Property Damage. No Injured Reported,0.1,AV proceeding in alley; SUV exited parking lot into AV path
30270-13973,23,Passenger Car,right,front,Property Damage. No Injured Reported,0.1,AV proceeding straight; adjacent vehicle changed lanes into AV
30270-13852,3,Passenger Car,rear right,front right,Minor W/O Hospitalization,0.1,AV initiated right turn then stopped for pedestrian; rear-ended
30270-13903,0,Passenger Car,front left,rear,Property Damage. No Injured Reported,0.1,AV stopped; vehicle in front reversed toward AV
30270-13794,0,"Other, see Narrative",rear,left,Property Damage. No Injured Reported,0,AV stopped on narrow street; tow truck clipped while passing
30270-13606,0,SUV,rear left,rear,Property Damage. No Injured Reported,0,AV parked; SUV reversed from parking stall into AV
30270-13610,0,Van,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; van behind drove into AV
30270-13766,0,SUV,front,rear,Minor W/O Hospitalization,0.1,AV stopped; reversing SUV struck AV during curbside maneuver
30270-13845,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV parked for drop-off; passenger opened door into passing SUV
30270-13769,23,Passenger Car,rear left,front left,Property Damage. No Injured Reported,0.1,AV proceeding; other vehicle exited garage without stopping
30270-13958,9,SUV,rear left,front,Property Damage. No Injured Reported,0.1,AV slowing for traffic; SUV changed lanes and clipped AV
30270-13927,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0.1,AV stopped on narrow street; heavy truck clipped while passing
30270-13623,0,Pickup Truck,front right,rear right,Property Damage. No Injured Reported,0,AV stopped; pickup reversed into AV
30270-13638,14,SUV,front left,front,Property Damage. No Injured Reported,0.1,AV in left turn lane; adjacent SUV lost traction and crossed into AV
30270-13654,0,Heavy Truck,rear,left,Property Damage. No Injured Reported,0,AV stopped; struck by passing heavy truck
30270-13636,0,Bus,rear,right,Property Damage. No Injured Reported,0.1,AV parked partially in travel lane; bus sideswiped while passing
30270-13682,0,Heavy Truck,rear,right,Property Damage. No Injured Reported,0.2,Both vehicles in parking lot; truck reversed into stopped AV
30270-13948,0,SUV,rear,right,Property Damage. No Injured Reported,0,AV stopped; sideswiped by SUV after pedestrian contact
30270-13850,6,Non-Motorist: Pedestrian,front right,,Minor W/O Hospitalization,0.2,Pedestrian emerged from behind SUV into AV path; partially avoidable
30270-13846,22,Passenger Car,left,right,Property Damage. No Injured Reported,0.1,Both turning left; adjacent vehicle crossed lane line into AV
30270-13844,0,Bus,front right,right,Property Damage. No Injured Reported,0.5,AV nose protruded into travel lane at parking-lot exit; struck by bus
30270-13810,1,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for red light; rear-ended by following vehicle
30270-13565,65,"Other, see Narrative",front left,unknown,Property Damage. No Injured Reported,0.3,Trash can deflected from vehicle ahead into AV lane at highway speed
30270-13859,0,Heavy Truck,front right,rear right,Property Damage. No Injured Reported,0,AV parked; box truck reversed into AV
30270-14025,0,SUV,rear right,front right,Property Damage. No Injured Reported,0.1,AV stopped to yield to emergency vehicle after green; rear-ended
30270-13841,0,Pickup Truck,rear left,front,Property Damage. No Injured Reported,0,AV stopped at railroad crossing; rear-ended by pickup
30270-13657,0,Passenger Car,left,front left,Property Damage. No Injured Reported,0,AV parked; struck by sweeping-turn vehicle
30270-13786,0,SUV,rear right,front right,Property Damage. No Injured Reported,0,AV stopped at red light; rear-ended by SUV
30270-13807,2,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for red light; rear-ended by following vehicle
30270-13817,0,Passenger Car,left,front,Unknown,0,AV stopped at red light; struck by wrong-way vehicle
30270-13765,3,Passenger Car,rear right,front right,Property Damage. No Injured Reported,0,AV slowing for red light; rear-ended by following vehicle
30270-13650,14,Motorcycle,front left,right,Property Damage. No Injured Reported,0.1,AV proceeding through green; motorcycle turned left across AV path
30270-13604,9,SUV,rear left,front,Minor W/O Hospitalization,0.1,AV slowing for red light; SUV merged from behind and clipped rear
30270-13783,10,Passenger Car,front,right,Property Damage. No Injured Reported,0.1,AV in left turn lane; adjacent vehicle crossed lane line into AV
30270-13587,1,SUV,left,right,Property Damage. No Injured Reported,0.1,AV slowing for stop sign; SUV attempted to pass and clipped AV
30270-13656,6,Passenger Car,front,front right,Minor W/O Hospitalization,0.1,AV turning left on green; other vehicle crossed double yellow
