reportID,speed,crashwith,svhit,cphit,severity,faultfrac,reasoning
30270-8871,0,SUV,rear,front,No Injuries Reported,0,Waymo stopped in traffic; SUV rear-ended
30270-8887,0,Pickup Truck,front,rear,No Injuries Reported,0,Waymo parked at curb; pickup ahead reversed into front
30270-8687,0,Heavy Truck,rear left,left,No Injuries Reported,0,Waymo stopped yielding on narrow street; passing garbage truck clipped rear
30270-8878,0,SUV,rear left,right,No Injuries Reported,0,Waymo stopped at stop sign yielding; SUV behind passed left and clipped rear
30270-8859,0,SUV,rear left,front right,No Injuries Reported,0,Waymo stopped at red; SUV merged into pickup then swerved into Waymo
30270-8888,0,Passenger Car,rear left,right,No Injuries Reported,0,"Waymo stopped at red in turn lane; car maneuvered around in oncoming lane, clipped"
30270-8526,9,"Other, see Narrative",left,unknown,No Injuries Reported,0,Pedestrian pushed shopping cart at Waymo and then damaged it further
30270-8844,0,Passenger Car,rear,front,No Injuries Reported,0,Waymo stopped in right-turn lane at red; rear-ended
30270-8822,0,Passenger Car,rear,front,Minor,0,Waymo stopped in traffic at red; SUV rear-ended
30270-8541,0,SUV,left,right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened rear door into passing car
30270-8885,0,SUV,rear right,front left,No Injuries Reported,0,AV stopped w/ hazards; SUV reversed to parallel park into it
30270-8513,20,"Other, see Narrative",front,unknown,No Injuries Reported,0.9,"AV at 20mph drove into shopping cart sitting in center of road, daytime"
30270-8886,26,Passenger Car,front left,right,No Injuries Reported,0.1,"On green, car went straight from left-turn lane into AV's lane"
30270-8873,0,SUV,rear left,right,No Injuries Reported,0,AV stopped at blocked green; van passed on left and clipped rear
30270-8883,0,Pickup Truck,rear left,rear right,No Injuries Reported,0,AV stopped to yield; pickup passing in oncoming lane clipped rear
30270-8870,0,Passenger Car,rear left + rear,front + front right,No Injuries Reported,0,AV stopped in traffic; rear-ended
30270-8877,0,SUV,rear left,right,No Injuries Reported,0,AV stopped in lane for passenger exit; SUV merged into rear
30270-8857,0,SUV,rear left,right,No Injuries Reported,0,AV stopped in queue at red; SUV merging clipped rear
30270-8876,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped in queue; car exiting driveway turned into rear
30270-8875,0,Van,rear left,right,No Injuries Reported,0,AV stopped in turn lane; van maneuvering around clipped rear
30270-8849,0,Pickup Truck,rear,front,No Injuries Reported,0,AV stopped at red; pickup crept forward into rear
30270-8827,0,Van,rear,front,No Injuries Reported,0,AV stopped at stop sign; van behind hit rear
30270-8892,0,SUV,rear left,right,No Injuries Reported,0,"AV stopped at red w/ signal; SUV passed in oncoming lane, clipped"
30270-8868,0,SUV,rear left,right,No Injuries Reported,0,AV stopped for dropoff w/ hazards; SUV passing clipped rear
30270-8835,18,SUV,front left,front right,No Injuries Reported,0.15,Both turning; other car drifted from left lane into AV's center lane
30270-8842,0,SUV,rear right,rear left,No Injuries Reported,0,AV pulled over for pickup; SUV reversed from garage into it
30270-8514,0,Non-Motorist: Cyclist,rear left,,No Injuries Reported,0,AV stopped at red; cyclist filtering on left struck rear sensor
30270-8828,0,Passenger Car,front right,left + rear left,No Injuries Reported,0,AV stopped to yield; car squeezed past gap and hit front bumper
30270-8685,0,Non-Motorist: Cyclist,right,,Unknown,0.3,AV dropoff beside bike lane; passenger door opened into approaching cyclist
30270-8639,0,Passenger Car,rear left,front right,No Injuries Reported,0,AV stopped at 4-way stop; car rear-ended it at high speed
30270-8809,1,Other Fixed Object,front,,No Injuries Reported,0.8,AV at 1mph drove into temp lane-control sign in construction zone
30270-8881,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-8833,3,"Other, see Narrative",rear left,rear right,No Injuries Reported,0.15,AV passing between parked truck and forklift; forklift reversed into it
30270-8851,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped w/ hazards in restricted zone; car passing clipped rear
30270-9173,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9111,0,SUV,left,left,No Injuries Reported,0.4,AV stuck stopped in oncoming lane after passing; oncoming SUV hit it
30270-8769,0,Heavy Truck,front left,rear right,No Injuries Reported,0,AV stopped at stop sign; truck's wide right turn swung into front
30270-9116,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9107,0,Pickup Truck,rear left,left,No Injuries Reported,0,AV stopped in parking lot; pickup going around clipped rear corner
30270-8933,0,Van,rear left,right,No Injuries Reported,0,AV stopped yielding in garage; van passing on left clipped rear
30270-8781,0,Passenger Car,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,AV stopped at flashing red; rear-ended
30270-8947,21,SUV,left,right,No Injuries Reported,0.05,"AV cleared stop; trailing SUV passed in opposing lane, hit, fled"
30270-9181,0,Passenger Car,rear,front,No Injuries Reported,0,AV slowing for stop sign; car behind hit rear
30270-9184,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped in queue; car behind crept forward into rear
30270-9100,0,SUV,front,rear,No Injuries Reported,0,AV parked at curb; SUV ahead reversed to park into front
30270-8968,0,SUV,left,front right,Serious,0,AV stopped at red; SUV pushed into it by car crossing double yellow
30270-9185,4,Passenger Car,rear,front,No Injuries Reported,0,AV starting from green; trailing car hit rear
30270-8982,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped behind crash scene; car pushed into it by passing truck
30270-9187,2,Van,front left,right,No Injuries Reported,0.1,AV proceeding into left; minivan passed on left across opposing lane
30270-9110,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped at red awaiting left; car drove around left into rear
30270-8915,0,Van,left + rear left,front right + right,No Injuries Reported,0,AV parked at curb; passing van drifted into driver side
30270-9097,1,Heavy Truck,rear,front,No Injuries Reported,0,AV starting from queue; heavy truck behind hit rear
30270-9126,15,"Other, see Narrative",front,unknown,No Injuries Reported,0,Panel fell off RV directly ahead into road; unavoidable
30270-9180,14,SUV,right,front + front right,No Injuries Reported,0.05,AV proceeded through 4-way stop; SUV ran its stop sign into side
30270-9140,15,SUV,rear right,front left + front + front right,No Injuries Reported,0.05,AV proceeded through 4-way stop; SUV ran its stop sign into rear
30270-8929,0,Heavy Truck,front left + front + left,right,No Injuries Reported,0.1,AV stopped beside truck near lot exit; truck turned right into it
30270-9177,31,Animal,bottom,,No Injuries Reported,0.2,"AV at 31mph hit small dog already lying in road, prev struck"
30270-9175,0,Pickup Truck,front right,rear left,No Injuries Reported,0,AV stopped to yield; pickup reversing to park hit front
30270-9115,0,Pickup Truck,right,rear,No Injuries Reported,0,AV parked in lot for pickup; parked pickup reversed into it
30270-9013,13,Bus,front right + right,front left,No Injuries Reported,0.15,AV clearing unprotected left; bus made wide right turn into AV's lane
30270-9098,0,Passenger Car,front,rear,No Injuries Reported,0,AV stopped in queue; car ahead reversed into front
30270-9112,0,SUV,rear left,right,No Injuries Reported,0,AV stopped behind double-parked car; SUV passing clipped rear
30270-9141,0,SUV,rear left,right,No Injuries Reported,0,AV stopped for pickup; SUV maneuvering around clipped rear
30270-9179,0,SUV,rear left,right,No Injuries Reported,0,AV stopped for pickup; SUV passing clipped rear
30270-9178,0,Passenger Car,left,right,No Injuries Reported,0,AV parked at curb; passing car clipped driver side
30270-9099,0,Passenger Car,front left + left + rear left,front right + rear right,No Injuries Reported,0,AV parked; erratic car made contact 7 times maneuvering
30270-8908,0,Heavy Truck,rear left,left,No Injuries Reported,0,AV stopped on narrow dead-end; U-Haul squeezing past hit sensor
30270-8979,0,Passenger Car,rear left,right + rear right,No Injuries Reported,0,"AV stopped after possible cyclist contact; car passed left, hit corner"
30270-9182,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; car behind crept forward into rear
30270-8940,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; car (medical emergency driver) slowly rear-ended
30270-9125,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9188,0,SUV,rear left,right,No Injuries Reported,0,AV parked at curb for pickup; SUV passing on green clipped rear
30270-8919,6,Pickup Truck,left + rear left,front left + front,No Injuries Reported,0.05,"AV stopped at stop sign; oncoming pickup veered into side, fled"
30270-9123,0,Pickup Truck,rear left,left,No Injuries Reported,0,AV stopped yielding; turning pickup clipped side while passing
30270-8927,0,Pickup Truck,rear left,front left + front,No Injuries Reported,0,AV stopped in turn lane; pickup swerved across median into rear
30270-9171,0,SUV,rear left,right,No Injuries Reported,0,AV stopped for pickup; SUV maneuvering around clipped rear corner
30270-9190,0,Van,left,right,No Injuries Reported,0.1,AV parked w/ doors open; minivan passing clipped open rear door
30270-9014,8,Passenger Car,front left + left,front right,Minor,0.3,AV changed into left lane (signaled) where car behind accelerated
30270-9004,36,SUV,front left,right,No Injuries Reported,0.1,SUV crossed solid white line unsignaled into AV's lane at gore
30270-8794,19,Passenger Car,front left + front + front right,front right + right,No Injuries Reported,0.1,Oncoming car turned left across AV's path through traffic gap; AV braked
30270-9189,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped for pickup; car from driveway turned around it into rear
30270-9176,12,SUV,front left,front right,No Injuries Reported,0.15,Both left-turning; SUV drifted from left lane into AV's lane
30270-9127,0,Pickup Truck,front left,rear right,No Injuries Reported,0,AV stopped/reversing for pickup backing from driveway; truck hit front
30270-8941,0,Passenger Car,rear left + rear,front + front right,No Injuries Reported,0,AV stopped in traffic; rear-ended
30270-9191,0,Passenger Car,front,rear,No Injuries Reported,0,AV stopped behind queue; car ahead reversed into front
30270-9186,6,SUV,rear,front,No Injuries Reported,0,AV slowing to yield at red; SUV behind rear-ended
30270-9172,0,Passenger Car,rear right,right,No Injuries Reported,0,AV yielded to wrong-way car; wrong-way car clipped rear passing
30270-9183,0,Passenger Car,front left + front + front right,rear left + rear + rear right,No Injuries Reported,0,"AV stopped/yielding; car ahead reversed into it at speed, fled"
30270-8943,4,Passenger Car,front left,front left,No Injuries Reported,0.05,"Just after right turn, wrong-way car over double yellow hit AV, fled"
30270-8966,9,Passenger Car,left,front,No Injuries Reported,0.3,AV unprotected left; car proceeded from stop sign into AV's path
30270-9103,28,Passenger Car,front right,rear left,No Injuries Reported,0.1,"Car passed AV then merged into its lane, clipping passenger side"
30270-9015,0,Non-Motorist: Cyclist,right,,Minor,0.3,AV dropoff; passenger door opened into approaching cyclist
30270-9417,0,Van,rear left,rear left,No Injuries Reported,0,AV stopped for pickup on narrow road; oncoming van clipped rear
30270-9231,22,Passenger Car,front left,right + rear right,No Injuries Reported,0.1,Car ahead turned right into AV's lane over solid white line
30270-9374,0,SUV,front,rear,No Injuries Reported,0,AV stopped behind reversing SUV; SUV continued back into front
30270-9355,35,"Other, see Narrative",front right,unknown,No Injuries Reported,0.2,AV at 35mph hit debris already in lane at night
30270-9684,0,SUV,left,right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened rear door into passing SUV
30270-9409,0,Passenger Car,rear right,right,No Injuries Reported,0,"AV stopped mid-maneuver; car crossed double yellow to pass, clipped"
30270-9418,0,SUV,rear left,front right,No Injuries Reported,0,AV stopped at red; SUV rear-ended at low speed
30270-9363,22,Passenger Car,rear left,front right,No Injuries Reported,0.05,"Speeding weaving car passed AV (which evaded right), hit rear, fled"
30270-9214,0,Passenger Car,front + rear left,front right,No Injuries Reported,0,"AV parked; hit-and-run car struck rear, pushed it into car ahead"
30270-9343,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; car behind crept forward into rear
30270-9429,0,Passenger Car,rear left,right,No Injuries Reported,0,AV parked at curb; passing car clipped rear
30270-9156,0,Passenger Car,left,front left,No Injuries Reported,0,AV stopped at red; car doing donuts crossed double yellow into it
30270-9371,0,Passenger Car,rear right,front left,No Injuries Reported,0,AV stopped in left-turn lane; car from adjacent lane drifted into rear
30270-9347,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9234,4,Non-Motorist: Pedestrian,left,,Minor,0,"AV yielding to pedestrian; ped turned back and approached AV, possible contact"
30270-9410,43,"Other, see Narrative",bottom,unknown,No Injuries Reported,0.3,AV at 43mph hit broken sign lying flat across lane at night
30270-9212,0,"Other, see Narrative",left + rear left,unknown,No Injuries Reported,0,AV parked; passing truck dragging basketball hoop struck its side
30270-9229,0,Passenger Car,rear + rear right,front left + front,No Injuries Reported,0,"AV stopped at red; car behind failed to stop, rear-ended"
30270-9350,0,SUV,rear left,right,No Injuries Reported,0,AV parked at curb; SUV parallel-parking clipped rear
30270-9230,0,Heavy Truck,left + rear left,rear right,No Injuries Reported,0,"AV stopped; truck alongside turned left, rear swung into side"
30270-9081,0,Pickup Truck,rear right,front left,Moderate,0,AV stopped at red for U-turn; pickup at high speed rear-ended
30270-9039,0,Pickup Truck,rear left,right,No Injuries Reported,0,AV stopped for traffic officer; pickup passing around clipped rear
30270-9401,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped for dropoff; car passing on left clipped rear
30270-9435,0,SUV,rear left,rear left,No Injuries Reported,0,AV parked at curb; SUV reversed from driveway into rear
30270-9376,5,"Other, see Narrative",unknown,front left,Minor,0.1,AV moved within lane; passing SUV swerved and hit median curb
30270-9414,0,Pickup Truck,rear left + rear,front + front right,No Injuries Reported,0,AV parked at curb; pickup parallel-parking hit rear twice
30270-9059,0,"Other, see Narrative",right,rear,No Injuries Reported,0,AV stopped for flagger; skid-steer in work zone reversed into side
30270-9167,0,"Other, see Narrative",front left,right,No Injuries Reported,0,AV stopped yielding; merging truck's trailer swung into front
30270-9341,0,SUV,front,rear,No Injuries Reported,0,AV stopped behind SUV; SUV reversed into front
30270-9203,0,SUV,left,front right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened door into passing SUV
30270-9436,0,SUV,left,right,No Injuries Reported,0,AV stopped for pickup; SUV passing clipped driver side
30270-9419,22,First Responder Vehicle,right,front left,No Injuries Reported,0.1,AV crossing on yellow; ambulance (no lights) turned right into its lane
30270-9372,25,"Other, see Narrative",bottom,unknown,No Injuries Reported,0.2,AV drove over rock in center of lane after left turn
30270-9408,0,Passenger Car,rear right,front left,No Injuries Reported,0,AV stopped yielding; car lane-changing right clipped rear
30270-9431,32,Pickup Truck,left,right,No Injuries Reported,0.1,AV passing on right; pickup re-entered lane from center turn lane
30270-9420,3,Passenger Car,front right,left,No Injuries Reported,0.05,AV passing parked car; its door opened suddenly into AV
30270-9412,3,Passenger Car,rear,front,No Injuries Reported,0,AV proceeding from green; car behind accelerated into rear
30270-9434,0,Van,rear left,right,No Injuries Reported,0,AV stopped exiting driveway; van passing clipped rear
30270-9373,0,Bus,rear left,rear left,No Injuries Reported,0,AV stopped yielding; school bus right turn rear swung into it
30270-9437,2,SUV,front right,left,No Injuries Reported,0.05,AV passing parked SUV; its door opened suddenly into AV
30270-9400,0,Pickup Truck,rear left,front right,No Injuries Reported,0,AV stopped in queue; pickup passing to turn lane clipped rear
30270-9430,0,Passenger Car,rear + rear right,front left + front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9407,0,Bus,rear right,left,No Injuries Reported,0,AV stopped in queue; bus made wide left turn into rear side
30270-9427,0,SUV,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,AV stopped in traffic; rear-ended
30270-9413,0,SUV,rear right,rear left,No Injuries Reported,0,AV stopped at blocked intersection; SUV maneuvering around clipped
30270-9259,21,Passenger Car,front left + front + left,front + front right + right,Minor,0.1,AV straight on yellow; oncoming car turned left across its path
30270-9194,13,Passenger Car,rear right,front left,No Injuries Reported,0.2,AV passed creeping car entering from lot; car then accelerated into it
30270-9433,0,SUV,rear left + rear + rear right,front left + front + front right,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9269,0,Passenger Car,rear left + rear,front + front right,No Injuries Reported,0,AV stopped at 3-way stop; rear-ended
30270-9060,0,SUV,rear + rear right,front left + front + rear left + rear + rear right,No Injuries Reported,0,"AV stopped at red; car hit SUV behind, pushing it into AV"
30270-9404,0,SUV,rear,front,No Injuries Reported,0,AV stopped in queue; SUV rear-ended
30270-9411,0,Van,rear,front,Minor,0,"AV stopped in turn lane at red; van failed to stop, rear-ended"
30270-9170,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9426,9,Passenger Car,rear left,front right,No Injuries Reported,0.15,AV turning left on green; adjacent car went straight into its lane
30270-9061,0,SUV,left,right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened door into passing SUV
30270-9405,0,First Responder Vehicle,rear left,left,No Injuries Reported,0,AV stopped in lot for pickup; SUV maneuvering hit driver side
30270-9082,20,"Other, see Narrative",front right,unknown,No Injuries Reported,0.2,AV hit small metallic debris in middle of turn lane
30270-9406,14,Animal,bottom,,No Injuries Reported,0,Rabbit darted into road from between parked cars; unavoidable
30270-9403,0,Van,rear left,left,No Injuries Reported,0,AV stopped yielding on narrow road; van passing clipped rear
30270-9260,20,Passenger Car,left,front right + right,No Injuries Reported,0.05,"AV proper left on protected green; adjacent car veered wide into door, fled"
30270-9276,0,SUV,left,front right + right,Minor,0.1,AV stopped for dropoff; passenger opened door into passing SUV
30270-9402,16,Passenger Car,left,front right,No Injuries Reported,0.1,AV proceeding from green; adjacent car departed lane into AV
30270-9442,42,"Other, see Narrative",front left,unknown,No Injuries Reported,0.6,AV at 42mph braked but hit shopping cart in lane at night
30270-9567,0,Passenger Car,front,rear,No Injuries Reported,0,AV parked at curb; car parallel-parking reversed into front
30270-9594,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9566,24,Other Fixed Object,right,,No Injuries Reported,0.4,AV at 24mph braked but ran tire over vacuum cleaner in lane at night
30270-9590,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9580,0,Heavy Truck,right,right,No Injuries Reported,0.1,AV maneuvered around turning truck mid-intersection; truck reversed into it
30270-9589,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9604,3,"Other, see Narrative",front left,unknown,No Injuries Reported,0.9,AV at low speed drove into corner of solar panel in parking lot
30270-9586,0,Heavy Truck,rear left,left,No Injuries Reported,0,AV stopped to yield on narrow road; truck's trailer clipped rear
30270-9534,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped for pedestrian; car passing on left clipped sensor
30270-9508,0,SUV,rear left,front right,No Injuries Reported,0,"AV stopped at red; SUV rear-ended (airbag, towed)"
30270-9388,4,Passenger Car,rear left + rear,front + front right,No Injuries Reported,0,AV slowing for queue; car behind accelerated into rear
30270-9570,0,SUV,left,right,No Injuries Reported,0,AV parked at curb; SUV passing clipped driver side
30270-9583,2,Passenger Car,rear,front,Minor,0,AV braking to yield; car behind rear-ended
30270-9540,0,Passenger Car,rear right,rear left,No Injuries Reported,0.1,AV stopped partly blocking garage; car reversed out into it
30270-9584,0,Pickup Truck,rear left,left,No Injuries Reported,0,AV stopped to yield on narrow road; oncoming pickup clipped rear
30270-9555,0,Passenger Car,front,rear,No Injuries Reported,0,AV parked at curb; car parallel-parking reversed into front
30270-9595,0,Pickup Truck,rear left,right,No Injuries Reported,0,AV stopped after dropoff; pickup turning in clipped rear passing
30270-9574,0,SUV,left,right,No Injuries Reported,0,AV parked at curb; SUV passing clipped driver side
30270-9575,0,Heavy Truck,rear left,right,No Injuries Reported,0,AV stopped at dead light; truck passing in oncoming lane clipped rear
30270-9556,0,SUV,rear left,front right,No Injuries Reported,0,AV stopped mid-right-turn to yield; SUV behind rear-ended
30270-9459,12,Non-Motorist: Other,right,,Minor,0.05,Occluded scooterist ran red from sidewalk into AV; AV braked
30270-9285,0,"Other, see Narrative",rear right,rear left,No Injuries Reported,0,AV stopped in construction zone; asphalt roller reversed into it
30270-9329,0,Passenger Car,rear + rear right,front left + front,No Injuries Reported,0,AV stopped at red; rear-ended (towed)
30270-9287,16,"Other, see Narrative",front right,unknown,Unknown,0.3,"AV hit plastic crate in lane, knocked it into a scooterist"
30270-9573,0,Van,front left,rear right,No Injuries Reported,0,AV parked at curb; van passing clipped driver side
30270-9326,5,Van,rear right,front left,No Injuries Reported,0,AV slowing for pedestrian; minivan merging clipped rear
30270-9596,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped in lot for pickup; car maneuvering around clipped rear
30270-9601,0,Passenger Car,front left,left,No Injuries Reported,0,AV stopped at red; passing car reversed into front
30270-9579,0,Bus,rear left,right,No Injuries Reported,0,AV stopped at red; bus changing lanes around it clipped rear
30270-9563,0,SUV,rear,front,No Injuries Reported,0,AV stopped in queue at light; SUV rear-ended
30270-9603,1,Passenger Car,rear,front,No Injuries Reported,0,AV proceeding from 3-way stop; car behind rear-ended
30270-9559,0,Pickup Truck,rear left,right,No Injuries Reported,0,AV stopped in lot for dropoff; pickup maneuvering around clipped rear
30270-9598,24,"Other, see Narrative",front left,unknown,No Injuries Reported,0.3,AV hit aluminum tool box in middle of lane at underpass
30270-9486,2,Passenger Car,rear,front,No Injuries Reported,0,AV slowed for queue; car behind rear-ended (towed)
30270-9561,4,Other Fixed Object,top,,No Injuries Reported,0.4,AV proceeded under gate arm which lowered onto its roof
30270-9585,0,Heavy Truck,front right,rear left,No Injuries Reported,0,AV stopped yielding in lot; reversing truck backed into front
30270-9582,0,Heavy Truck,rear left,right,No Injuries Reported,0,AV parked at curb; heavy truck passing clipped rear
30270-9564,0,SUV,rear left,right,No Injuries Reported,0,AV stopped for dropoff; SUV passing on left clipped rear
30270-9600,0,SUV,front,rear,No Injuries Reported,0,AV stopped in traffic; SUV ahead reversed into front
30270-9334,0,Passenger Car,rear left,front left,No Injuries Reported,0,AV stopped to yield to pedestrian; turning car hit rear
30270-9295,0,Non-Motorist: Cyclist,rear,,No Injuries Reported,0,"AV pulling over for dropoff yielded; cyclist hit rear, left"
30270-9541,0,SUV,rear left,right,Minor,0,AV stopped in queue; SUV changing lanes clipped rear
30270-9539,17,"Other, see Narrative",front,unknown,No Injuries Reported,0,Furniture dolly fell off truck ahead into road; unavoidable
30270-9592,0,Passenger Car,rear left,right,No Injuries Reported,0,AV stopped yielding to oncoming; car passing on left clipped rear
30270-9568,0,Passenger Car,rear right,left,No Injuries Reported,0,AV stopped for pickup; car reversed from driveway into rear
30270-9507,0,Pickup Truck,front + front right + right + rear right,front left + left + rear left + rear,No Injuries Reported,0,AV stopped in queue; erratic pickup made contact multiple times
30270-9546,1,Passenger Car,rear left,right,No Injuries Reported,0,AV beginning left turn; car behind passed on left into its side
30270-9682,0,Passenger Car,rear left,front right,No Injuries Reported,0,AV stopped at green yielding to pedestrian; car passing clipped rear
30270-9588,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9553,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9286,1,"Other, see Narrative",rear,front,No Injuries Reported,0,AV slowing for stop sign; trailing ATV rear-ended
30270-9312,0,Non-Motorist: Other,rear left,,No Injuries Reported,0,"AV stopped at blocked intersection; scooterist passing hit rear, left"
30270-9587,0,Pickup Truck,rear left,right,No Injuries Reported,0,AV stopped at red; pickup changing to turn lane clipped rear
30270-9544,18,SUV,right,front left,No Injuries Reported,0.1,SUV exiting driveway turned right into passing AV's side
30270-9545,0,Passenger Car,rear left,left,No Injuries Reported,0.1,"AV stopped in intersection, rear blocking onramp lane; turning car hit it"
30270-9602,0,Passenger Car,rear left,front right,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9560,4,"Other, see Narrative",front,right + rear right,No Injuries Reported,0.3,AV right turn on green; struck delivery robot re-crossing in crosswalk
30270-9517,15,"Other, see Narrative",front left,unknown,No Injuries Reported,0.2,AV hit debris in lane; lodged in wheel well and ignited
30270-9330,0,Passenger Car,front left + front,front left + front,No Injuries Reported,0,AV stopped for unprotected left; oncoming car departed lane into it
30270-9572,0,Passenger Car,rear left,right,No Injuries Reported,0,"AV stopped yielding to reversing car; another car passed left, clipped"
30270-10004,0,Passenger Car,left,right,No Injuries Reported,0,AV parked at curb; passing car's mirror clipped AV mirror
30270-9609,5,SUV,front left,front right,No Injuries Reported,0.15,Both nudging from lot to turn right; SUV turned across AV's front
30270-9389,0,Passenger Car,left,right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened door into passing car
30270-9391,0,Passenger Car,rear left + rear,front left + front + front right,No Injuries Reported,0,AV stopped for pedestrian in bus lane; stopped car pulled out into rear
30270-9569,30,Animal,front left,,No Injuries Reported,0.2,AV at 30mph hit dog lying motionless in lane at night
30270-9599,0,Pickup Truck,rear,right + rear right,No Injuries Reported,0,AV stopped in lot for pickup; pickup reversed into rear
30270-9333,0,Bus,rear left,right,No Injuries Reported,0,AV stopped after dropoff; mini coach bus wide right turn clipped rear
30270-9571,0,Passenger Car,rear left,right,No Injuries Reported,0,AV parked at curb; passing car clipped rear
30270-9557,0,Pickup Truck,rear left,front left,No Injuries Reported,0,AV stopped to yield on narrow road; oncoming pickup clipped rear
30270-9591,0,SUV,rear,front,No Injuries Reported,0,AV stopped at red; SUV rear-ended
30270-9554,0,SUV,front,rear,No Injuries Reported,0,AV parked at curb; SUV ahead reversed to unpark into front
30270-9910,0,SUV,left,right,No Injuries Reported,0.1,AV stopped for dropoff; passenger opened door into passing SUV
30270-9851,0,Passenger Car,front left + left,front left + front,No Injuries Reported,0,AV stopped at red; wrong-way left-turning car hit front
30270-9738,0,Passenger Car,rear left + rear + rear right,front left + front + front right + top,No Injuries Reported,0,"AV stopped at red; car at high speed rear-ended (airbag, towed)"
30270-9843,0,SUV,rear,front,No Injuries Reported,0,AV stopped in queue; SUV rear-ended
30270-9855,3,SUV,left + rear left,right,No Injuries Reported,0.05,AV passing SUV in dropoff lane; SUV door opened into AV
30270-9764,17,SUV,front left,left,No Injuries Reported,0.05,AV passing double-parked SUV; its door opened suddenly into AV
30270-9737,0,Passenger Car,rear left,front + front right,No Injuries Reported,0,"AV stopped after dropoff; car rear-ended (airbag, towed)"
30270-9735,21,Passenger Car,front left,right,No Injuries Reported,0.1,"Car ahead entered center turn lane then re-entered AV's lane, clipped"
30270-9905,0,Passenger Car,front,rear,No Injuries Reported,0,AV pulled over; car ahead reversed into front
30270-9883,2,Passenger Car,front left,right,No Injuries Reported,0.1,AV passing stopped car on right; its passenger doors opened into AV
30270-9878,0,Pickup Truck,front right,left,No Injuries Reported,0,AV parked for pickup; pickup reversed from garage into front
30270-9565,0,Heavy Truck,rear left,left,No Injuries Reported,0,AV stopped to yield on narrow road; garbage truck clipped rear
30270-9635,0,Passenger Car,rear right,front left,No Injuries Reported,0,AV stopped to yield; car behind rear-ended (towed)
30270-9872,0,Passenger Car,front,rear,No Injuries Reported,0,AV parked for dropoff; car ahead reversed into front
30270-9845,0,Passenger Car,rear,front,No Injuries Reported,0,AV stopped at red; rear-ended
30270-9897,0,Passenger Car,rear left,right + rear right,No Injuries Reported,0,AV stopped behind double-parked truck; car passing in transit lane clipped
30270-9606,1,Heavy Truck,front right,rear left,No Injuries Reported,0.3,AV nudged past truck whose loading ramp was lowering; ramp hit side
30270-9791,0,Passenger Car,rear left,front right,No Injuries Reported,0,AV stopped at green planning turn; car passing hit another car then AV
30270-9821,0,SUV,front left,left,No Injuries Reported,0,"AV stopped for dropoff; SUV passed with rear door open, hit front"
30270-9906,3,Passenger Car,left,right,No Injuries Reported,0.1,AV passing wrong-facing car in garage; it reversed into AV
30270-9895,0,Heavy Truck,left + rear left,right,No Injuries Reported,0,AV stopped for dropoff; heavy truck passing clipped driver side
30270-9885,9,SUV,front left + left,right + rear right,No Injuries Reported,0.1,AV straight on green; SUV from center lane turned right across it
30270-9887,0,Pickup Truck,rear left,left,No Injuries Reported,0,AV stopped at stop sign; left-turning pickup clipped side passing
30270-9823,13,"Other, see Narrative",front + bottom,unknown,No Injuries Reported,0.1,AV hit small RC toy car crossing the intersection
